item_code,quantity,number_of_orders_that_use_that_quantity,demand_probability
10013005001,48,29,0.18012422360248448
10013005001,72,6,0.037267080745341616
10013007001,6,5,0.45454545454545453
10013007001,12,1,0.09090909090909091
10013007001,24,3,0.2727272727272727
10013007001,48,2,0.18181818181818182
10013011001,6,2,1.0
10013012001,6,84,0.5833333333333334
10013012001,12,20,0.1388888888888889
10013012001,18,3,0.020833333333333332
10013012001,24,33,0.22916666666666666
10013012001,36,1,0.006944444444444444
10013012001,42,1,0.006944444444444444
10013012001,48,2,0.013888888888888888
10014001001,6,1,1.0
10014005001,3,2,0.5
10014005001,6,1,0.25
10014005001,9,1,0.25
10014006001,1,2,0.4
10014006001,3,1,0.2
10014006001,4,2,0.4
10014009001,6,57,0.41911764705882354
10014009001,12,28,0.20588235294117646
10014009001,18,12,0.08823529411764706
10014009001,24,24,0.17647058823529413
10014009001,30,2,0.014705882352941176
10014009001,36,3,0.022058823529411766
10014009001,42,2,0.014705882352941176
10014009001,48,7,0.051470588235294115
10014009001,96,1,0.007352941176470588
10014014001,6,4,0.4444444444444444
10014014001,12,1,0.1111111111111111
10014014001,24,4,0.4444444444444444
10014018001,1,1,0.25
10014018001,3,1,0.25
10014018001,4,1,0.25
10014018001,6,1,0.25
10014020001,6,41,0.44565217391304346
10014020001,12,19,0.20652173913043478
10014020001,18,5,0.05434782608695652
10014020001,24,16,0.17391304347826086
10014020001,30,1,0.010869565217391304
10014020001,36,2,0.021739130434782608
10014020001,48,8,0.08695652173913043
10014021001,2,1,0.3333333333333333
10014021001,6,2,0.6666666666666666
10014023001,6,75,0.31645569620253167
10014023001,12,18,0.0759493670886076
10014023001,18,14,0.05907172995780591
10014023001,24,89,0.3755274261603376
10014023001,30,4,0.016877637130801686
10014023001,36,2,0.008438818565400843
10014023001,42,5,0.02109704641350211
10014023001,48,29,0.12236286919831224
10014023001,96,1,0.004219409282700422
10014024001,6,13,0.65
10014024001,12,3,0.15
10014024001,18,2,0.1
10014024001,30,1,0.05
10014024001,36,1,0.05
10014027001,6,1,0.5
10014027001,18,1,0.5
10014028001,6,58,0.24267782426778242
10014028001,12,11,0.04602510460251046
10014028001,18,7,0.029288702928870293
10014028001,24,108,0.45188284518828453
10014028001,36,1,0.0041841004184100415
10014028001,42,1,0.0041841004184100415
10014028001,48,51,0.21338912133891214
10014028001,60,2,0.008368200836820083
10014029001,3,11,0.36666666666666664
10014029001,6,7,0.23333333333333334
10014029001,9,1,0.03333333333333333
10014029001,15,2,0.06666666666666667
10014029001,18,1,0.03333333333333333
10014029001,24,7,0.23333333333333334
10014029001,48,1,0.03333333333333333
10014030001,4,15,0.6818181818181818
10014030001,8,2,0.09090909090909091
10014030001,16,1,0.045454545454545456
10014030001,24,3,0.13636363636363635
10014030001,44,1,0.045454545454545456
10014032001,6,32,0.35555555555555557
10014032001,12,4,0.044444444444444446
10014032001,18,3,0.03333333333333333
10014032001,24,34,0.37777777777777777
10014032001,30,1,0.011111111111111112
10014032001,48,16,0.17777777777777778
10014033001,6,63,0.3795180722891566
10014033001,12,11,0.06626506024096386
10014033001,18,1,0.006024096385542169
10014033001,24,61,0.3674698795180723
10014033001,48,30,0.18072289156626506
10014034001,6,13,0.5652173913043478
10014034001,12,3,0.13043478260869565
10014034001,18,1,0.043478260869565216
10014034001,24,4,0.17391304347826086
10014034001,30,1,0.043478260869565216
10014034001,48,1,0.043478260869565216
10014037001,3,12,0.7058823529411765
10014037001,6,2,0.11764705882352941
10014037001,9,3,0.17647058823529413
10014041001,6,3,0.6
10014041001,12,1,0.2
10014041001,24,1,0.2
10014043001,12,1,1.0
10014044001,30,2,1.0
10014046001,12,1,1.0
10014051001,24,56,0.8115942028985508
10014051001,48,13,0.18840579710144928
10014053001,3,1,0.3333333333333333
10014053001,18,2,0.6666666666666666
10014055001,24,1,1.0
10014058001,1,1,0.3333333333333333
10014058001,4,1,0.3333333333333333
10014058001,6,1,0.3333333333333333
10014059001,6,3,0.6
10014059001,12,2,0.4
10014062001,6,2,0.6666666666666666
10014062001,12,1,0.3333333333333333
10014067001,6,6,0.5454545454545454
10014067001,18,1,0.09090909090909091
10014067001,24,3,0.2727272727272727
10014067001,30,1,0.09090909090909091
10014069001,6,1,1.0
10014073001,6,3,0.375
10014073001,12,1,0.125
10014073001,18,2,0.25
10014073001,24,2,0.25
10014074001,6,17,0.5862068965517241
10014074001,12,7,0.2413793103448276
10014074001,24,3,0.10344827586206896
10014074001,42,1,0.034482758620689655
10014074001,54,1,0.034482758620689655
10014075001,6,1,1.0
10014076001,6,7,0.3684210526315789
10014076001,12,6,0.3157894736842105
10014076001,18,2,0.10526315789473684
10014076001,24,4,0.21052631578947367
10014080001,6,23,0.7931034482758621
10014080001,12,5,0.1724137931034483
10014080001,24,1,0.034482758620689655
10014081001,6,3,1.0
10014083001,1,2,0.016
10014083001,2,82,0.656
10014083001,3,1,0.008
10014083001,4,21,0.168
10014083001,6,16,0.128
10014083001,10,1,0.008
10014083001,12,2,0.016
10014086001,4,13,0.4482758620689655
10014086001,8,7,0.2413793103448276
10014086001,12,1,0.034482758620689655
10014086001,24,5,0.1724137931034483
10014086001,44,1,0.034482758620689655
10014086001,48,2,0.06896551724137931
10014090001,6,59,0.17201166180758018
10014090001,12,6,0.01749271137026239
10014090001,18,6,0.01749271137026239
10014090001,24,184,0.5364431486880467
10014090001,48,87,0.2536443148688047
10014090001,54,1,0.0029154518950437317
10014092001,1,26,0.35135135135135137
10014092001,2,23,0.3108108108108108
10014092001,3,7,0.0945945945945946
10014092001,4,5,0.06756756756756757
10014092001,6,3,0.04054054054054054
10014092001,12,8,0.10810810810810811
10014092001,24,2,0.02702702702702703
10014097001,1,2,0.3333333333333333
10014097001,2,2,0.3333333333333333
10014097001,6,1,0.16666666666666666
10014097001,24,1,0.16666666666666666
10014101001,6,10,0.45454545454545453
10014101001,12,2,0.09090909090909091
10014101001,18,1,0.045454545454545456
10014101001,24,9,0.4090909090909091
10014103001,1,2,0.6666666666666666
10014103001,3,1,0.3333333333333333
10014106001,6,3,0.3333333333333333
10014106001,12,2,0.2222222222222222
10014106001,18,1,0.1111111111111111
10014106001,24,2,0.2222222222222222
10014106001,36,1,0.1111111111111111
10014109001,6,13,0.6842105263157895
10014109001,12,5,0.2631578947368421
10014109001,24,1,0.05263157894736842
10014110001,3,1,0.3333333333333333
10014110001,6,2,0.6666666666666666
10014111001,6,6,0.35294117647058826
10014111001,12,6,0.35294117647058826
10014111001,18,1,0.058823529411764705
10014111001,24,2,0.11764705882352941
10014111001,36,1,0.058823529411764705
10014111001,48,1,0.058823529411764705
10014112001,12,1,1.0
10014113001,6,39,0.4148936170212766
10014113001,12,19,0.20212765957446807
10014113001,18,3,0.031914893617021274
10014113001,24,24,0.2553191489361702
10014113001,30,1,0.010638297872340425
10014113001,36,1,0.010638297872340425
10014113001,42,2,0.02127659574468085
10014113001,48,5,0.05319148936170213
10014116001,1,9,0.15
10014116001,3,1,0.016666666666666666
10014116001,4,2,0.03333333333333333
10014116001,5,3,0.05
10014116001,6,18,0.3
10014116001,8,6,0.1
10014116001,11,6,0.1
10014116001,12,7,0.11666666666666667
10014116001,13,4,0.06666666666666667
10014116001,16,4,0.06666666666666667
10014117001,4,12,0.4444444444444444
10014117001,8,6,0.2222222222222222
10014117001,12,2,0.07407407407407407
10014117001,16,1,0.037037037037037035
10014117001,24,6,0.2222222222222222
10014119001,3,1,0.3333333333333333
10014119001,12,2,0.6666666666666666
10014123001,3,2,1.0
10014126001,6,9,0.3333333333333333
10014126001,12,2,0.07407407407407407
10014126001,18,2,0.07407407407407407
10014126001,24,12,0.4444444444444444
10014126001,42,1,0.037037037037037035
10014126001,48,1,0.037037037037037035
10014127001,3,1,1.0
10014130001,6,8,0.47058823529411764
10014130001,12,1,0.058823529411764705
10014130001,24,4,0.23529411764705882
10014130001,48,3,0.17647058823529413
10014130001,96,1,0.058823529411764705
10014132001,4,5,0.8333333333333334
10014132001,24,1,0.16666666666666666
10014212001,1,1,0.1111111111111111
10014212001,2,1,0.1111111111111111
10014212001,3,2,0.2222222222222222
10014212001,4,1,0.1111111111111111
10014212001,6,1,0.1111111111111111
10014212001,7,1,0.1111111111111111
10014212001,9,1,0.1111111111111111
10014212001,10,1,0.1111111111111111
10014214001,1,3,0.3
10014214001,2,3,0.3
10014214001,3,2,0.2
10014214001,5,2,0.2
10014898001,4,18,0.4864864864864865
10014898001,8,8,0.21621621621621623
10014898001,12,2,0.05405405405405406
10014898001,16,2,0.05405405405405406
10014898001,24,7,0.1891891891891892
10014905001,6,3,0.1875
10014905001,12,2,0.125
10014905001,18,3,0.1875
10014905001,24,6,0.375
10014905001,48,2,0.125
10015005001,4,1,0.5
10015005001,16,1,0.5
10015007001,24,170,0.7456140350877193
10015007001,48,51,0.2236842105263158
10015007001,72,3,0.013157894736842105
10015007001,96,4,0.017543859649122806
10015008001,1,14,0.2978723404255319
10015008001,2,11,0.23404255319148937
10015008001,3,2,0.0425531914893617
10015008001,4,3,0.06382978723404255
10015008001,5,5,0.10638297872340426
10015008001,6,12,0.2553191489361702
10015010001,6,49,0.21875
10015010001,12,5,0.022321428571428572
10015010001,18,3,0.013392857142857142
10015010001,24,113,0.5044642857142857
10015010001,30,1,0.004464285714285714
10015010001,48,51,0.22767857142857142
10015010001,72,1,0.004464285714285714
10015010001,96,1,0.004464285714285714
10015011001,6,40,0.37383177570093457
10015011001,12,5,0.04672897196261682
10015011001,24,45,0.4205607476635514
10015011001,36,1,0.009345794392523364
10015011001,48,16,0.14953271028037382
10016002001,1,1,0.058823529411764705
10016002001,4,5,0.29411764705882354
10016002001,8,2,0.11764705882352941
10016002001,10,1,0.058823529411764705
10016002001,12,2,0.11764705882352941
10016002001,16,1,0.058823529411764705
10016002001,24,4,0.23529411764705882
10016002001,48,1,0.058823529411764705
10016006001,6,2,1.0
10016011001,4,12,0.5
10016011001,8,3,0.125
10016011001,12,2,0.08333333333333333
10016011001,16,1,0.041666666666666664
10016011001,20,2,0.08333333333333333
10016011001,24,2,0.08333333333333333
10016011001,32,1,0.041666666666666664
10016011001,44,1,0.041666666666666664
10016014001,6,8,0.16666666666666666
10016014001,12,5,0.10416666666666667
10016014001,18,6,0.125
10016014001,24,15,0.3125
10016014001,36,1,0.020833333333333332
10016014001,48,13,0.2708333333333333
10016015001,6,10,0.1111111111111111
10016015001,12,5,0.05555555555555555
10016015001,24,54,0.6
10016015001,48,21,0.23333333333333334
10016018001,8,1,0.5
10016018001,16,1,0.5
10016020001,4,35,0.5737704918032787
10016020001,8,14,0.22950819672131148
10016020001,12,3,0.04918032786885246
10016020001,20,1,0.01639344262295082
10016020001,24,8,0.13114754098360656
10016021001,6,2,0.6666666666666666
10016021001,36,1,0.3333333333333333
10020002001,3,32,0.463768115942029
10020002001,6,11,0.15942028985507245
10020002001,9,2,0.028985507246376812
10020002001,12,2,0.028985507246376812
10020002001,15,1,0.014492753623188406
10020002001,18,2,0.028985507246376812
10020002001,21,2,0.028985507246376812
10020002001,24,15,0.21739130434782608
10020002001,48,2,0.028985507246376812
10020003001,6,4,0.3076923076923077
10020003001,12,1,0.07692307692307693
10020003001,24,5,0.38461538461538464
10020003001,30,1,0.07692307692307693
10020003001,48,2,0.15384615384615385
10020004001,6,34,0.5230769230769231
10020004001,12,13,0.2
10020004001,18,4,0.06153846153846154
10020004001,24,12,0.18461538461538463
10020004001,30,1,0.015384615384615385
10020004001,48,1,0.015384615384615385
10020006001,6,1,1.0
10020007001,6,63,0.17597765363128492
10020007001,12,13,0.036312849162011177
10020007001,18,2,0.00558659217877095
10020007001,24,192,0.5363128491620112
10020007001,42,1,0.002793296089385475
10020007001,48,80,0.22346368715083798
10020007001,144,6,0.01675977653631285
10020007001,180,1,0.002793296089385475
10020008001,4,23,0.696969696969697
10020008001,8,4,0.12121212121212122
10020008001,12,1,0.030303030303030304
10020008001,16,3,0.09090909090909091
10020008001,36,1,0.030303030303030304
10020008001,48,1,0.030303030303030304
10020010001,4,12,0.75
10020010001,8,3,0.1875
10020010001,28,1,0.0625
10020011001,24,73,0.8202247191011236
10020011001,48,16,0.1797752808988764
10020012001,6,9,0.47368421052631576
10020012001,12,3,0.15789473684210525
10020012001,24,6,0.3157894736842105
10020012001,48,1,0.05263157894736842
10020015001,6,19,0.3220338983050847
10020015001,12,8,0.13559322033898305
10020015001,18,3,0.05084745762711865
10020015001,24,24,0.4067796610169492
10020015001,30,1,0.01694915254237288
10020015001,48,4,0.06779661016949153
10020016001,4,14,0.4117647058823529
10020016001,8,7,0.20588235294117646
10020016001,12,2,0.058823529411764705
10020016001,16,4,0.11764705882352941
10020016001,20,2,0.058823529411764705
10020016001,24,5,0.14705882352941177
10020017001,1,1,0.5
10020017001,6,1,0.5
10020018001,6,39,0.19117647058823528
10020018001,12,12,0.058823529411764705
10020018001,24,109,0.5343137254901961
10020018001,36,2,0.00980392156862745
10020018001,48,39,0.19117647058823528
10020018001,72,3,0.014705882352941176
10020019001,6,16,0.64
10020019001,12,3,0.12
10020019001,24,6,0.24
10020020001,3,29,0.5370370370370371
10020020001,6,8,0.14814814814814814
10020020001,9,4,0.07407407407407407
10020020001,15,4,0.07407407407407407
10020020001,18,2,0.037037037037037035
10020020001,21,2,0.037037037037037035
10020020001,24,5,0.09259259259259259
10020024001,6,24,0.6666666666666666
10020024001,12,3,0.08333333333333333
10020024001,18,1,0.027777777777777776
10020024001,24,4,0.1111111111111111
10020024001,36,1,0.027777777777777776
10020024001,48,3,0.08333333333333333
10020025001,6,17,0.6071428571428571
10020025001,12,3,0.10714285714285714
10020025001,24,7,0.25
10020025001,48,1,0.03571428571428571
10020027001,3,38,0.2585034013605442
10020027001,6,31,0.2108843537414966
10020027001,9,5,0.034013605442176874
10020027001,12,7,0.047619047619047616
10020027001,15,4,0.027210884353741496
10020027001,18,4,0.027210884353741496
10020027001,21,1,0.006802721088435374
10020027001,24,45,0.30612244897959184
10020027001,33,1,0.006802721088435374
10020027001,42,1,0.006802721088435374
10020027001,48,10,0.06802721088435375
10020028001,1,1,0.2
10020028001,2,1,0.2
10020028001,21,1,0.2
10020028001,24,2,0.4
10020029001,6,1,1.0
10020030001,4,10,0.625
10020030001,8,2,0.125
10020030001,20,1,0.0625
10020030001,24,2,0.125
10020030001,44,1,0.0625
10020032001,6,2,0.6666666666666666
10020032001,24,1,0.3333333333333333
10020033001,4,16,0.23529411764705882
10020033001,8,7,0.10294117647058823
10020033001,12,4,0.058823529411764705
10020033001,16,4,0.058823529411764705
10020033001,20,3,0.04411764705882353
10020033001,24,23,0.3382352941176471
10020033001,40,1,0.014705882352941176
10020033001,44,2,0.029411764705882353
10020033001,48,8,0.11764705882352941
10020034001,6,20,0.5882352941176471
10020034001,12,2,0.058823529411764705
10020034001,24,11,0.3235294117647059
10020034001,48,1,0.029411764705882353
10020036001,4,16,0.36363636363636365
10020036001,8,13,0.29545454545454547
10020036001,12,1,0.022727272727272728
10020036001,16,3,0.06818181818181818
10020036001,24,7,0.1590909090909091
10020036001,44,1,0.022727272727272728
10020036001,48,2,0.045454545454545456
10020036001,72,1,0.022727272727272728
10020037001,30,1,0.5
10020037001,60,1,0.5
10020038001,6,13,0.5909090909090909
10020038001,12,3,0.13636363636363635
10020038001,18,1,0.045454545454545456
10020038001,24,5,0.22727272727272727
10020039001,6,1,0.5
10020039001,12,1,0.5
10020040001,6,4,0.8
10020040001,30,1,0.2
10020041001,6,49,0.3141025641025641
10020041001,12,30,0.19230769230769232
10020041001,18,8,0.05128205128205128
10020041001,24,8,0.05128205128205128
10020041001,30,49,0.3141025641025641
10020041001,36,2,0.01282051282051282
10020041001,42,2,0.01282051282051282
10020041001,48,4,0.02564102564102564
10020041001,54,1,0.00641025641025641
10020041001,60,3,0.019230769230769232
10020042001,4,14,0.3783783783783784
10020042001,8,5,0.13513513513513514
10020042001,12,3,0.08108108108108109
10020042001,16,2,0.05405405405405406
10020042001,20,1,0.02702702702702703
10020042001,24,11,0.2972972972972973
10020042001,48,1,0.02702702702702703
10020043001,3,19,0.475
10020043001,6,8,0.2
10020043001,9,1,0.025
10020043001,12,1,0.025
10020043001,15,1,0.025
10020043001,24,9,0.225
10020043001,48,1,0.025
10020046001,6,6,0.42857142857142855
10020046001,12,4,0.2857142857142857
10020046001,24,2,0.14285714285714285
10020046001,48,2,0.14285714285714285
10020093001,24,1,1.0
10020094001,4,8,0.5
10020094001,8,6,0.375
10020094001,16,1,0.0625
10020094001,24,1,0.0625
10020101001,4,7,0.7
10020101001,12,1,0.1
10020101001,16,1,0.1
10020101001,20,1,0.1
10020102001,4,1,1.0
10021001001,24,195,0.5342465753424658
10021001001,48,155,0.4246575342465753
10021001001,72,6,0.01643835616438356
10021001001,96,8,0.021917808219178082
10021001001,600,1,0.0027397260273972603
